order_id,product,quantity_ordered,price_each,order_date,purchase_address,month_name
186218,Google Phone,1,600.0,2019-04-22 13:24:00,"224 Cherry St, Boston, MA 02215",April
186219,Wired Headphones,1,11.989999771118164,2019-06-04 09:50:00,"833 Lakeview St, Dallas, TX 75001",June
186220,AAA Batteries (4-pack),1,2.990000009536743,2019-04-15 12:58:00,"552 Lakeview St, Seattle, WA 98101",April
186221,USB-C Charging Cable,1,11.949999809265137,2019-09-04 16:56:00,"920 Main St, Dallas, TX 75001",September
186222,20in Monitor,1,109.98999786376952,2019-12-04 08:01:00,"533 West St, Seattle, WA 98101",December
186223,Bose SoundSport Headphones,1,99.98999786376952,2019-04-27 23:30:00,"74 13th St, San Francisco, CA 94016",April
186224,27in 4K Gaming Monitor,1,389.989990234375,2019-04-24 19:01:00,"694 North St, Austin, TX 73301",April
186225,Flatscreen TV,1,300.0,2019-04-24 13:30:00,"153 Cherry St, Atlanta, GA 30301",April
186226,Google Phone,1,600.0,2019-04-30 07:43:00,"799 Johnson St, Los Angeles, CA 90001",April
186226,USB-C Charging Cable,1,11.949999809265137,2019-04-30 07:43:00,"799 Johnson St, Los Angeles, CA 90001",April
186227,Apple Airpods Headphones,1,150.0,2019-04-27 01:18:00,"673 Dogwood St, San Francisco, CA 94016",April
186228,Lightning Charging Cable,1,14.949999809265137,2019-04-30 14:39:00,"857 Pine St, Los Angeles, CA 90001",April
186229,Apple Airpods Headphones,1,150.0,2019-12-04 06:32:00,"136 North St, Austin, TX 73301",December
186230,AAA Batteries (4-pack),1,2.990000009536743,2019-04-14 12:37:00,"590 Elm St, Los Angeles, CA 90001",April
186231,Wired Headphones,1,11.989999771118164,2019-06-04 21:49:00,"673 Cherry St, Austin, TX 73301",June
186232,AAA Batteries (4-pack),3,2.990000009536743,2019-12-04 18:20:00,"894 Lakeview St, Seattle, WA 98101",December
186233,AAA Batteries (4-pack),1,2.990000009536743,2019-07-04 16:19:00,"767 8th St, San Francisco, CA 94016",July
186234,AAA Batteries (4-pack),1,2.990000009536743,2019-03-04 13:49:00,"588 Maple St, Los Angeles, CA 90001",March
186235,Wired Headphones,1,11.989999771118164,2019-04-20 23:09:00,"300 Elm St, Atlanta, GA 30301",April
186236,27in 4K Gaming Monitor,1,389.989990234375,2019-04-21 18:07:00,"848 Spruce St, Atlanta, GA 30301",April
186237,Lightning Charging Cable,1,14.949999809265137,2019-10-04 07:58:00,"134 Sunset St, Austin, TX 73301",October
186238,Lightning Charging Cable,2,14.949999809265137,2019-04-14 18:23:00,"98 7th St, Seattle, WA 98101",April
186239,Apple Airpods Headphones,1,150.0,2019-04-13 09:40:00,"799 7th St, Seattle, WA 98101",April
186240,AAA Batteries (4-pack),2,2.990000009536743,2019-10-04 13:17:00,"30 6th St, Boston, MA 02215",October
186241,27in 4K Gaming Monitor,1,389.989990234375,2019-11-04 20:28:00,"490 10th St, Boston, MA 02215",November
186242,AAA Batteries (4-pack),2,2.990000009536743,2019-04-13 18:57:00,"42 Lakeview St, Portland, OR 97035",April
186242,AA Batteries (4-pack),1,3.839999914169312,2019-04-13 18:57:00,"42 Lakeview St, Portland, OR 97035",April
186243,AAA Batteries (4-pack),1,2.990000009536743,2019-04-27 13:54:00,"923 Ridge St, Los Angeles, CA 90001",April
186244,AA Batteries (4-pack),3,3.839999914169312,2019-11-04 20:12:00,"827 Maple St, Dallas, TX 75001",November
186245,AAA Batteries (4-pack),1,2.990000009536743,2019-04-18 07:18:00,"75 12th St, Portland, OR 97035",April
186246,Apple Airpods Headphones,1,150.0,2019-02-04 17:13:00,"579 Wilson St, San Francisco, CA 94016",February
186247,Google Phone,1,600.0,2019-04-30 09:43:00,"661 Willow St, Los Angeles, CA 90001",April
186248,34in Ultrawide Monitor,1,379.989990234375,2019-12-04 14:27:00,"13 Church St, Portland, OR 97035",December
186249,Lightning Charging Cable,1,14.949999809265137,2019-05-04 15:43:00,"577 Lakeview St, Los Angeles, CA 90001",May
186250,LG Washing Machine,1,600.0,2019-04-16 11:14:00,"276 Maple St, Portland, OR 97035",April
186251,Lightning Charging Cable,1,14.949999809265137,2019-11-04 07:23:00,"21 Elm St, San Francisco, CA 94016",November
186252,Macbook Pro Laptop,1,1700.0,2019-12-04 08:41:00,"408 Johnson St, Dallas, TX 75001",December
186253,USB-C Charging Cable,1,11.949999809265137,2019-02-04 17:22:00,"806 Meadow St, Portland, ME 04101",February
186254,Lightning Charging Cable,1,14.949999809265137,2019-04-23 16:18:00,"735 Jefferson St, New York City, NY 10001",April
186255,USB-C Charging Cable,1,11.949999809265137,2019-04-20 08:05:00,"633 Washington St, Seattle, WA 98101",April
186256,AAA Batteries (4-pack),1,2.990000009536743,2019-12-04 17:05:00,"510 South St, Atlanta, GA 30301",December
186257,Bose SoundSport Headphones,1,99.98999786376952,2019-07-04 20:58:00,"694 1st St, Boston, MA 02215",July
186258,AA Batteries (4-pack),2,3.839999914169312,2019-09-04 15:11:00,"186 North St, Austin, TX 73301",September
186259,Wired Headphones,1,11.989999771118164,2019-02-04 13:36:00,"944 12th St, Los Angeles, CA 90001",February
186260,USB-C Charging Cable,1,11.949999809265137,2019-04-14 10:39:00,"926 Jackson St, San Francisco, CA 94016",April
186261,Bose SoundSport Headphones,1,99.98999786376952,2019-04-17 16:09:00,"547 Sunset St, San Francisco, CA 94016",April
186262,34in Ultrawide Monitor,1,379.989990234375,2019-04-04 16:19:00,"783 1st St, Dallas, TX 75001",April
186263,Vareebadd Phone,1,400.0,2019-04-29 17:35:00,"639 Willow St, Austin, TX 73301",April
186264,AAA Batteries (4-pack),1,2.990000009536743,2019-01-04 17:08:00,"292 Sunset St, San Francisco, CA 94016",January
186265,AA Batteries (4-pack),1,3.839999914169312,2019-04-26 11:20:00,"356 10th St, Atlanta, GA 30301",April
186266,Bose SoundSport Headphones,1,99.98999786376952,2019-10-04 12:15:00,"199 Lincoln St, San Francisco, CA 94016",October
186267,AA Batteries (4-pack),2,3.839999914169312,2019-04-16 15:12:00,"967 Adams St, Los Angeles, CA 90001",April
186268,Lightning Charging Cable,1,14.949999809265137,2019-04-29 05:49:00,"472 1st St, Los Angeles, CA 90001",April
186269,Wired Headphones,2,11.989999771118164,2019-06-04 00:25:00,"223 Johnson St, Portland, OR 97035",June
186270,Apple Airpods Headphones,1,150.0,2019-04-30 12:28:00,"641 Willow St, New York City, NY 10001",April
186271,AA Batteries (4-pack),1,3.839999914169312,2019-07-04 20:29:00,"222 Church St, New York City, NY 10001",July
186271,Vareebadd Phone,1,400.0,2019-07-04 20:29:00,"222 Church St, New York City, NY 10001",July
186272,USB-C Charging Cable,1,11.949999809265137,2019-04-17 10:07:00,"35 Cedar St, San Francisco, CA 94016",April
186273,ThinkPad Laptop,1,999.989990234375,2019-04-26 11:48:00,"753 1st St, Portland, OR 97035",April
186274,AAA Batteries (4-pack),2,2.990000009536743,2019-03-04 23:59:00,"685 7th St, Seattle, WA 98101",March
186275,USB-C Charging Cable,1,11.949999809265137,2019-02-04 17:01:00,"566 8th St, Los Angeles, CA 90001",February
186276,AAA Batteries (4-pack),3,2.990000009536743,2019-05-04 00:29:00,"528 Elm St, San Francisco, CA 94016",May
186277,AA Batteries (4-pack),1,3.839999914169312,2019-07-04 00:30:00,"914 Park St, New York City, NY 10001",July
186278,Lightning Charging Cable,1,14.949999809265137,2019-08-04 10:54:00,"774 Lakeview St, San Francisco, CA 94016",August
186279,20in Monitor,1,109.98999786376952,2019-12-04 00:22:00,"535 Lake St, New York City, NY 10001",December
186280,Wired Headphones,1,11.989999771118164,2019-04-18 09:45:00,"834 Lakeview St, Los Angeles, CA 90001",April
186281,Wired Headphones,1,11.989999771118164,2019-10-04 11:02:00,"203 Lake St, Los Angeles, CA 90001",October
186282,20in Monitor,1,109.98999786376952,2019-06-04 14:21:00,"729 Jackson St, Seattle, WA 98101",June
186283,Bose SoundSport Headphones,1,99.98999786376952,2019-04-21 13:03:00,"848 Pine St, Dallas, TX 75001",April
186284,iPhone,1,700.0,2019-06-04 01:13:00,"30 10th St, Dallas, TX 75001",June
186284,Lightning Charging Cable,1,14.949999809265137,2019-06-04 01:13:00,"30 10th St, Dallas, TX 75001",June
186285,iPhone,1,700.0,2019-04-29 14:58:00,"500 Chestnut St, San Francisco, CA 94016",April
186286,Bose SoundSport Headphones,1,99.98999786376952,2019-04-29 17:17:00,"708 Maple St, Atlanta, GA 30301",April
186287,AAA Batteries (4-pack),2,2.990000009536743,2019-09-04 22:16:00,"499 13th St, New York City, NY 10001",September
186288,Wired Headphones,1,11.989999771118164,2019-07-04 09:41:00,"204 Spruce St, Austin, TX 73301",July
186288,iPhone,1,700.0,2019-07-04 09:41:00,"204 Spruce St, Austin, TX 73301",July
186289,Apple Airpods Headphones,1,150.0,2019-09-04 09:57:00,"402 8th St, New York City, NY 10001",September
186290,USB-C Charging Cable,1,11.949999809265137,2019-12-04 20:26:00,"308 Wilson St, New York City, NY 10001",December
186291,AA Batteries (4-pack),1,3.839999914169312,2019-04-21 11:01:00,"358 Maple St, Dallas, TX 75001",April
186292,Wired Headphones,1,11.989999771118164,2019-04-14 12:11:00,"666 Jackson St, Los Angeles, CA 90001",April
186293,27in 4K Gaming Monitor,1,389.989990234375,2019-04-20 17:09:00,"268 Spruce St, San Francisco, CA 94016",April
186294,27in 4K Gaming Monitor,1,389.989990234375,2019-04-28 08:23:00,"13 Center St, San Francisco, CA 94016",April
186295,Apple Airpods Headphones,1,150.0,2019-04-27 12:40:00,"345 13th St, Atlanta, GA 30301",April
186296,Macbook Pro Laptop,1,1700.0,2019-04-04 15:16:00,"491 4th St, San Francisco, CA 94016",April
186297,Bose SoundSport Headphones,1,99.98999786376952,2019-01-04 07:01:00,"944 Cherry St, Atlanta, GA 30301",January
186298,Bose SoundSport Headphones,1,99.98999786376952,2019-04-21 19:07:00,"621 5th St, Los Angeles, CA 90001",April
186299,27in 4K Gaming Monitor,1,389.989990234375,2019-04-18 00:19:00,"55 Jackson St, Los Angeles, CA 90001",April
186300,Bose SoundSport Headphones,1,99.98999786376952,2019-09-04 00:41:00,"495 Hill St, San Francisco, CA 94016",September
186301,Lightning Charging Cable,1,14.949999809265137,2019-04-24 03:05:00,"279 Hill St, Boston, MA 02215",April
186302,LG Dryer,1,600.0,2019-04-13 18:35:00,"505 Johnson St, Boston, MA 02215",April
186303,Lightning Charging Cable,1,14.949999809265137,2019-04-28 17:54:00,"438 4th St, San Francisco, CA 94016",April
186304,Lightning Charging Cable,1,14.949999809265137,2019-04-24 07:14:00,"498 Lake St, Seattle, WA 98101",April
186305,Wired Headphones,1,11.989999771118164,2019-04-19 15:24:00,"460 Hill St, San Francisco, CA 94016",April
186306,Macbook Pro Laptop,1,1700.0,2019-04-14 19:52:00,"447 12th St, Atlanta, GA 30301",April
186307,Apple Airpods Headphones,1,150.0,2019-04-16 03:38:00,"79 South St, Seattle, WA 98101",April
186308,AA Batteries (4-pack),1,3.839999914169312,2019-11-04 23:49:00,"171 7th St, Dallas, TX 75001",November
186309,AAA Batteries (4-pack),2,2.990000009536743,2019-04-24 14:47:00,"801 14th St, Boston, MA 02215",April
186310,USB-C Charging Cable,1,11.949999809265137,2019-04-19 15:01:00,"68 Highland St, San Francisco, CA 94016",April
186311,Lightning Charging Cable,1,14.949999809265137,2019-12-04 23:38:00,"835 Willow St, Austin, TX 73301",December
186312,27in 4K Gaming Monitor,1,389.989990234375,2019-04-19 15:03:00,"721 Forest St, Boston, MA 02215",April
186313,Bose SoundSport Headphones,1,99.98999786376952,2019-04-13 15:28:00,"429 Cherry St, Atlanta, GA 30301",April
186314,Apple Airpods Headphones,1,150.0,2019-08-04 21:17:00,"759 Lincoln St, San Francisco, CA 94016",August
186315,Apple Airpods Headphones,1,150.0,2019-04-13 09:07:00,"670 Center St, San Francisco, CA 94016",April
186316,27in 4K Gaming Monitor,1,389.989990234375,2019-04-14 23:41:00,"528 10th St, New York City, NY 10001",April
186317,Lightning Charging Cable,1,14.949999809265137,2019-04-14 13:16:00,"590 Cherry St, Atlanta, GA 30301",April
186318,AAA Batteries (4-pack),1,2.990000009536743,2019-04-21 18:15:00,"28 Chestnut St, Los Angeles, CA 90001",April
186319,27in 4K Gaming Monitor,1,389.989990234375,2019-04-16 07:16:00,"942 Main St, Los Angeles, CA 90001",April
186320,Lightning Charging Cable,1,14.949999809265137,2019-04-29 10:53:00,"759 4th St, Los Angeles, CA 90001",April
186321,27in FHD Monitor,1,149.99000549316406,2019-04-26 21:09:00,"429 14th St, San Francisco, CA 94016",April
186322,AA Batteries (4-pack),1,3.839999914169312,2019-01-04 17:27:00,"423 14th St, Dallas, TX 75001",January
186323,Google Phone,1,600.0,2019-04-20 10:42:00,"185 10th St, New York City, NY 10001",April
186324,Bose SoundSport Headphones,1,99.98999786376952,2019-04-21 15:07:00,"925 13th St, Boston, MA 02215",April
186325,AAA Batteries (4-pack),2,2.990000009536743,2019-04-16 23:43:00,"75 12th St, Boston, MA 02215",April
186326,AAA Batteries (4-pack),1,2.990000009536743,2019-05-04 12:04:00,"317 12th St, San Francisco, CA 94016",May
186327,27in 4K Gaming Monitor,1,389.989990234375,2019-04-29 05:12:00,"607 6th St, Seattle, WA 98101",April
186328,Wired Headphones,1,11.989999771118164,2019-02-04 19:31:00,"576 Madison St, Dallas, TX 75001",February
186329,Bose SoundSport Headphones,1,99.98999786376952,2019-12-04 18:35:00,"407 Johnson St, Los Angeles, CA 90001",December
186330,Wired Headphones,1,11.989999771118164,2019-04-23 11:50:00,"493 Madison St, San Francisco, CA 94016",April
186331,AAA Batteries (4-pack),1,2.990000009536743,2019-09-04 11:35:00,"553 2nd St, Los Angeles, CA 90001",September
186331,AAA Batteries (4-pack),5,2.990000009536743,2019-09-04 11:35:00,"553 2nd St, Los Angeles, CA 90001",September
186332,Apple Airpods Headphones,1,150.0,2019-04-25 16:39:00,"170 10th St, Seattle, WA 98101",April
186333,Apple Airpods Headphones,1,150.0,2019-04-27 10:35:00,"433 4th St, San Francisco, CA 94016",April
186334,Flatscreen TV,1,300.0,2019-05-04 10:18:00,"612 North St, Seattle, WA 98101",May
186335,Macbook Pro Laptop,1,1700.0,2019-04-18 11:57:00,"211 Hill St, San Francisco, CA 94016",April
186336,ThinkPad Laptop,1,999.989990234375,2019-08-04 23:29:00,"785 13th St, Seattle, WA 98101",August
186337,27in FHD Monitor,1,149.99000549316406,2019-09-04 12:04:00,"229 Park St, San Francisco, CA 94016",September
186338,27in FHD Monitor,1,149.99000549316406,2019-04-16 17:23:00,"56 Pine St, Boston, MA 02215",April
186339,USB-C Charging Cable,1,11.949999809265137,2019-04-16 16:47:00,"109 Church St, San Francisco, CA 94016",April
186340,USB-C Charging Cable,1,11.949999809265137,2019-07-04 13:00:00,"675 River St, Los Angeles, CA 90001",July
186341,AAA Batteries (4-pack),1,2.990000009536743,2019-04-13 17:44:00,"456 4th St, San Francisco, CA 94016",April
186342,Bose SoundSport Headphones,1,99.98999786376952,2019-04-29 08:59:00,"231 13th St, Dallas, TX 75001",April
186343,Apple Airpods Headphones,1,150.0,2019-10-04 00:15:00,"567 Park St, New York City, NY 10001",October
186344,Google Phone,1,600.0,2019-04-04 10:14:00,"809 Hill St, Seattle, WA 98101",April
186345,Apple Airpods Headphones,1,150.0,2019-02-04 18:03:00,"305 8th St, New York City, NY 10001",February
186346,27in FHD Monitor,1,149.99000549316406,2019-10-04 17:25:00,"600 Madison St, Austin, TX 73301",October
186347,AA Batteries (4-pack),1,3.839999914169312,2019-09-04 20:58:00,"439 Hickory St, San Francisco, CA 94016",September
186348,Apple Airpods Headphones,1,150.0,2019-04-27 23:22:00,"684 North St, Portland, ME 04101",April
186349,34in Ultrawide Monitor,1,379.989990234375,2019-02-04 22:53:00,"551 Ridge St, San Francisco, CA 94016",February
186350,AAA Batteries (4-pack),1,2.990000009536743,2019-04-30 10:57:00,"192 Center St, Los Angeles, CA 90001",April
186351,AAA Batteries (4-pack),1,2.990000009536743,2019-04-30 21:15:00,"321 Adams St, Austin, TX 73301",April
186352,Wired Headphones,1,11.989999771118164,2019-03-04 18:04:00,"575 Cherry St, Dallas, TX 75001",March
186353,Bose SoundSport Headphones,1,99.98999786376952,2019-04-25 15:08:00,"805 9th St, Seattle, WA 98101",April
186354,27in FHD Monitor,1,149.99000549316406,2019-04-25 12:19:00,"217 Wilson St, Portland, ME 04101",April
186355,USB-C Charging Cable,1,11.949999809265137,2019-04-28 13:19:00,"220 Chestnut St, Atlanta, GA 30301",April
186356,Lightning Charging Cable,1,14.949999809265137,2019-04-25 19:51:00,"901 Cherry St, Seattle, WA 98101",April
186357,AAA Batteries (4-pack),1,2.990000009536743,2019-04-17 15:36:00,"461 Park St, Los Angeles, CA 90001",April
186358,Lightning Charging Cable,1,14.949999809265137,2019-04-14 14:57:00,"460 Wilson St, Seattle, WA 98101",April
186359,Lightning Charging Cable,1,14.949999809265137,2019-04-29 22:03:00,"403 12th St, Boston, MA 02215",April
186360,Lightning Charging Cable,1,14.949999809265137,2019-12-04 15:49:00,"656 2nd St, Atlanta, GA 30301",December
186361,AA Batteries (4-pack),1,3.839999914169312,2019-03-04 13:53:00,"64 Lakeview St, Portland, OR 97035",March
186362,Wired Headphones,1,11.989999771118164,2019-01-04 08:24:00,"464 Ridge St, Atlanta, GA 30301",January
186362,Lightning Charging Cable,1,14.949999809265137,2019-01-04 08:24:00,"464 Ridge St, Atlanta, GA 30301",January
186363,Bose SoundSport Headphones,1,99.98999786376952,2019-02-04 09:08:00,"814 2nd St, San Francisco, CA 94016",February
186364,AAA Batteries (4-pack),3,2.990000009536743,2019-12-04 13:53:00,"534 10th St, Los Angeles, CA 90001",December
186365,AAA Batteries (4-pack),1,2.990000009536743,2019-04-13 23:02:00,"357 Forest St, Los Angeles, CA 90001",April
186366,27in 4K Gaming Monitor,1,389.989990234375,2019-10-04 01:52:00,"713 North St, San Francisco, CA 94016",October
186367,Google Phone,1,600.0,2019-04-18 23:39:00,"318 Spruce St, Dallas, TX 75001",April
186368,20in Monitor,1,109.98999786376952,2019-04-28 10:12:00,"352 8th St, New York City, NY 10001",April
186369,Google Phone,1,600.0,2019-05-04 10:37:00,"930 Church St, Atlanta, GA 30301",May
186370,Google Phone,1,600.0,2019-04-14 09:27:00,"927 Madison St, Portland, OR 97035",April
186370,USB-C Charging Cable,2,11.949999809265137,2019-04-14 09:27:00,"927 Madison St, Portland, OR 97035",April
186371,27in FHD Monitor,1,149.99000549316406,2019-12-04 19:02:00,"752 14th St, Seattle, WA 98101",December
186372,AAA Batteries (4-pack),3,2.990000009536743,2019-04-22 14:09:00,"293 2nd St, Los Angeles, CA 90001",April
186373,Wired Headphones,1,11.989999771118164,2019-04-18 13:53:00,"739 Chestnut St, New York City, NY 10001",April
186374,USB-C Charging Cable,1,11.949999809265137,2019-06-04 22:17:00,"511 Washington St, Los Angeles, CA 90001",June
186375,AA Batteries (4-pack),3,3.839999914169312,2019-04-04 10:04:00,"440 7th St, New York City, NY 10001",April
186376,Wired Headphones,1,11.989999771118164,2019-02-04 21:04:00,"416 Maple St, Los Angeles, CA 90001",February
186377,AA Batteries (4-pack),1,3.839999914169312,2019-04-15 20:13:00,"9 2nd St, San Francisco, CA 94016",April
186378,Lightning Charging Cable,1,14.949999809265137,2019-04-18 22:35:00,"618 Sunset St, New York City, NY 10001",April
186379,USB-C Charging Cable,1,11.949999809265137,2019-04-28 17:14:00,"672 Spruce St, Los Angeles, CA 90001",April
186380,AA Batteries (4-pack),1,3.839999914169312,2019-04-14 19:44:00,"710 Maple St, Portland, ME 04101",April
186381,Lightning Charging Cable,1,14.949999809265137,2019-06-04 02:55:00,"783 Wilson St, Los Angeles, CA 90001",June
186382,Google Phone,1,600.0,2019-04-13 18:30:00,"651 West St, New York City, NY 10001",April
186383,AA Batteries (4-pack),1,3.839999914169312,2019-04-21 21:54:00,"622 Park St, Los Angeles, CA 90001",April
186384,iPhone,1,700.0,2019-02-04 00:00:00,"445 Madison St, San Francisco, CA 94016",February
186384,Wired Headphones,1,11.989999771118164,2019-02-04 00:00:00,"445 Madison St, San Francisco, CA 94016",February
186385,20in Monitor,1,109.98999786376952,2019-09-04 12:36:00,"660 11th St, Boston, MA 02215",September
186386,AAA Batteries (4-pack),1,2.990000009536743,2019-04-04 11:40:00,"329 Cedar St, San Francisco, CA 94016",April
186387,Macbook Pro Laptop,1,1700.0,2019-05-04 15:10:00,"792 Hill St, Portland, ME 04101",May
186388,Flatscreen TV,1,300.0,2019-04-15 08:25:00,"199 5th St, Boston, MA 02215",April
186389,27in FHD Monitor,2,149.99000549316406,2019-04-25 11:17:00,"934 Church St, Boston, MA 02215",April
186390,Bose SoundSport Headphones,1,99.98999786376952,2019-04-28 19:33:00,"616 Cherry St, Atlanta, GA 30301",April
186391,USB-C Charging Cable,1,11.949999809265137,2019-04-19 20:45:00,"840 14th St, Dallas, TX 75001",April
186392,Apple Airpods Headphones,1,150.0,2019-04-16 09:20:00,"916 9th St, San Francisco, CA 94016",April
186393,AAA Batteries (4-pack),1,2.990000009536743,2019-04-16 03:42:00,"661 Main St, San Francisco, CA 94016",April
186394,Lightning Charging Cable,1,14.949999809265137,2019-04-17 05:30:00,"789 9th St, San Francisco, CA 94016",April
186395,AA Batteries (4-pack),1,3.839999914169312,2019-10-04 15:16:00,"952 8th St, Portland, OR 97035",October
186396,Lightning Charging Cable,1,14.949999809265137,2019-11-04 13:25:00,"757 Meadow St, Portland, OR 97035",November
186397,27in FHD Monitor,1,149.99000549316406,2019-04-22 07:27:00,"458 12th St, Atlanta, GA 30301",April
186398,iPhone,1,700.0,2019-04-25 13:41:00,"156 Dogwood St, San Francisco, CA 94016",April
186399,Lightning Charging Cable,1,14.949999809265137,2019-04-27 14:03:00,"783 Madison St, Dallas, TX 75001",April
186400,Apple Airpods Headphones,1,150.0,2019-04-14 05:09:00,"729 Park St, Atlanta, GA 30301",April
186401,AA Batteries (4-pack),1,3.839999914169312,2019-04-17 11:19:00,"367 Willow St, Los Angeles, CA 90001",April
186402,Apple Airpods Headphones,1,150.0,2019-04-22 10:40:00,"571 14th St, Boston, MA 02215",April
186403,LG Dryer,1,600.0,2019-04-21 05:43:00,"995 12th St, Boston, MA 02215",April
186404,USB-C Charging Cable,1,11.949999809265137,2019-02-04 07:55:00,"70 West St, New York City, NY 10001",February
186405,Lightning Charging Cable,1,14.949999809265137,2019-04-19 13:19:00,"171 Jackson St, Seattle, WA 98101",April
186405,AAA Batteries (4-pack),1,2.990000009536743,2019-04-19 13:19:00,"171 Jackson St, Seattle, WA 98101",April
186406,Flatscreen TV,1,300.0,2019-04-15 13:03:00,"634 Lincoln St, Austin, TX 73301",April
186407,Wired Headphones,1,11.989999771118164,2019-04-15 17:16:00,"30 Cedar St, New York City, NY 10001",April
186408,AA Batteries (4-pack),1,3.839999914169312,2019-04-27 10:51:00,"136 Sunset St, Los Angeles, CA 90001",April
186409,Apple Airpods Headphones,1,150.0,2019-04-22 12:01:00,"379 Washington St, Portland, OR 97035",April
186410,AAA Batteries (4-pack),1,2.990000009536743,2019-04-19 14:36:00,"211 Johnson St, Seattle, WA 98101",April
186411,Wired Headphones,2,11.989999771118164,2019-04-17 21:09:00,"725 Church St, New York City, NY 10001",April
186412,Wired Headphones,1,11.989999771118164,2019-04-13 19:30:00,"224 Cherry St, New York City, NY 10001",April
186413,AAA Batteries (4-pack),1,2.990000009536743,2019-07-04 11:05:00,"250 1st St, San Francisco, CA 94016",July
186414,AA Batteries (4-pack),1,3.839999914169312,2019-12-04 13:42:00,"227 1st St, San Francisco, CA 94016",December
186415,USB-C Charging Cable,1,11.949999809265137,2019-11-04 17:36:00,"31 Chestnut St, New York City, NY 10001",November
186416,Google Phone,1,600.0,2019-02-04 18:09:00,"23 Wilson St, New York City, NY 10001",February
186417,Wired Headphones,1,11.989999771118164,2019-08-04 22:15:00,"893 West St, Austin, TX 73301",August
186418,AAA Batteries (4-pack),4,2.990000009536743,2019-03-04 21:40:00,"680 Spruce St, Los Angeles, CA 90001",March
186419,iPhone,1,700.0,2019-04-17 17:15:00,"944 Sunset St, Dallas, TX 75001",April
186419,Lightning Charging Cable,1,14.949999809265137,2019-04-17 17:15:00,"944 Sunset St, Dallas, TX 75001",April
186420,USB-C Charging Cable,1,11.949999809265137,2019-04-18 14:27:00,"637 Ridge St, Boston, MA 02215",April
186421,Lightning Charging Cable,1,14.949999809265137,2019-06-04 23:46:00,"252 12th St, Boston, MA 02215",June
186422,20in Monitor,2,109.98999786376952,2019-05-04 15:22:00,"467 Elm St, New York City, NY 10001",May
186423,USB-C Charging Cable,1,11.949999809265137,2019-04-19 11:16:00,"250 7th St, Los Angeles, CA 90001",April
186424,USB-C Charging Cable,1,11.949999809265137,2019-04-04 21:06:00,"645 Dogwood St, Seattle, WA 98101",April
186425,Bose SoundSport Headphones,1,99.98999786376952,2019-02-04 08:03:00,"117 Highland St, San Francisco, CA 94016",February
186426,AAA Batteries (4-pack),1,2.990000009536743,2019-12-04 16:18:00,"230 Walnut St, San Francisco, CA 94016",December
186427,Lightning Charging Cable,1,14.949999809265137,2019-04-27 12:20:00,"257 Hickory St, Portland, OR 97035",April
186428,Apple Airpods Headphones,1,150.0,2019-04-20 16:22:00,"494 Hickory St, San Francisco, CA 94016",April
186429,27in FHD Monitor,1,149.99000549316406,2019-03-04 12:45:00,"648 Johnson St, Dallas, TX 75001",March
186430,Wired Headphones,1,11.989999771118164,2019-04-19 20:37:00,"858 Highland St, San Francisco, CA 94016",April
186431,Wired Headphones,1,11.989999771118164,2019-04-17 14:33:00,"116 Walnut St, Los Angeles, CA 90001",April
186432,AAA Batteries (4-pack),1,2.990000009536743,2019-04-13 13:40:00,"972 13th St, Portland, OR 97035",April
186433,Bose SoundSport Headphones,1,99.98999786376952,2019-09-04 20:30:00,"889 Johnson St, Los Angeles, CA 90001",September
186434,34in Ultrawide Monitor,1,379.989990234375,2019-04-16 18:50:00,"20 Sunset St, Atlanta, GA 30301",April
186435,iPhone,1,700.0,2019-04-04 19:21:00,"387 Highland St, Boston, MA 02215",April
186436,Google Phone,1,600.0,2019-04-13 14:00:00,"366 Cherry St, Los Angeles, CA 90001",April
186436,Wired Headphones,2,11.989999771118164,2019-04-13 14:00:00,"366 Cherry St, Los Angeles, CA 90001",April
186437,AAA Batteries (4-pack),2,2.990000009536743,2019-10-04 09:07:00,"830 Maple St, Los Angeles, CA 90001",October
186438,34in Ultrawide Monitor,1,379.989990234375,2019-04-17 13:32:00,"971 Center St, Boston, MA 02215",April
186439,Apple Airpods Headphones,1,150.0,2019-01-04 10:41:00,"862 Elm St, Atlanta, GA 30301",January
186440,USB-C Charging Cable,1,11.949999809265137,2019-04-15 14:54:00,"250 Willow St, Portland, OR 97035",April
186441,Flatscreen TV,1,300.0,2019-03-04 06:52:00,"849 Spruce St, Los Angeles, CA 90001",March
186442,Wired Headphones,1,11.989999771118164,2019-11-04 19:00:00,"210 1st St, Seattle, WA 98101",November
186443,27in FHD Monitor,1,149.99000549316406,2019-04-29 06:36:00,"167 Spruce St, Atlanta, GA 30301",April
186444,iPhone,1,700.0,2019-08-04 06:14:00,"535 South St, Dallas, TX 75001",August
186445,Lightning Charging Cable,1,14.949999809265137,2019-04-23 12:50:00,"631 West St, Boston, MA 02215",April
186446,Lightning Charging Cable,1,14.949999809265137,2019-04-24 18:22:00,"71 Church St, Los Angeles, CA 90001",April
186447,Wired Headphones,1,11.989999771118164,2019-09-04 11:33:00,"91 Hill St, Portland, OR 97035",September
186448,AA Batteries (4-pack),1,3.839999914169312,2019-04-22 09:20:00,"954 5th St, Austin, TX 73301",April
186449,27in 4K Gaming Monitor,1,389.989990234375,2019-04-15 23:17:00,"141 River St, Dallas, TX 75001",April
